destination,airport_name,state,region,delayed_time,pct_greater,total_flights
CDV,Merle K Mudhole Smith,Alaska,West,21.30921052631579,0.07236842105263158,722
CGI,Cape Girardeau Regional,Missouri,Midwest,70.64285714285714,0.32653061224489793,956
CHA,Lovell Field,Tennessee,South,42.100278551532035,0.21204735376044567,8932
CHO,Charlottesville Albemarle,Virginia,South,49.9823677581864,0.22367758186397985,5903
CHS,Charleston AFB/International,South Carolina,South,39.40624261054623,0.19543627335067393,25713
CID,The Eastern Iowa,Iowa,Midwest,38.0169133192389,0.17577771066143158,9488
CIU,Chippewa County International,Michigan,Midwest,68.33544303797468,0.310126582278481,677
CKB,North Central West Virginia,West Virginia,South,69.89236111111111,0.3090277777777778,855
CLE,Cleveland-Hopkins International,Ohio,Midwest,44.589564349020094,0.21788790413181874,49613
CLL,Easterwood Field,Texas,South,38.9382889200561,0.17251051893408134,2266
CLT,Charlotte Douglas International,North Carolina,South,38.810277489484896,0.1750286775550336,234514
CMH,John Glenn Columbus International,Ohio,Midwest,38.498774193548385,0.19051612903225806,47900
CMI,University of Illinois/Willard,Illinois,Midwest,37.874363327674025,0.199490662139219,2903
CMX,Houghton County Memorial,Michigan,Midwest,60.87544483985765,0.28113879003558717,728
CNY,Canyonlands Field,Utah,West,50.78534031413613,0.2513089005235602,623
COD,Yellowstone Regional,Wyoming,West,64.66964285714286,0.2767857142857143,451
COS,City of Colorado Springs Municipal,Colorado,West,47.10043780582024,0.22817409219675508,10086
COU,Columbia Regional,Missouri,Midwest,42.03722854188211,0.19751809720785937,2370
CPR,Casper/Natrona County International,Wyoming,West,34.646808510638294,0.11914893617021277,1053
CRP,Corpus Christi International,Texas,South,37.44846656611362,0.19356460532931122,5897
CRW,Yeager,West Virginia,South,44.202344231955585,0.23442319555829735,4502
CSG,Columbus Airport,Georgia,South,37.185676392572944,0.15649867374005305,1274
CVG,Cincinnati/Northern Kentucky International,Kentucky,South,43.68529338637494,0.2135131775236201,48230
CWA,Central Wisconsin,Wisconsin,Midwest,50.02364394993046,0.20723226703755215,2606
CYS,Cheyenne Regional/Jerry Olson Field,Wyoming,West,69.05555555555556,0.4166666666666667,515
DAB,Daytona Beach International,Florida,South,28.966539196940726,0.13001912045889102,3310
DAL,Dallas Love Field,Texas,South,28.216249260500888,0.1202129757444291,73936
